curb_loc,tree_dbh,status,health,spc_common
OnCurb,16,Alive,Good,London planetree
OffsetFromCurb,25,Alive,Good,London planetree
OnCurb,4,Alive,Fair,London planetree
OnCurb,4,Alive,Good,pin oak
OnCurb,3,Alive,Good,pin oak
OnCurb,16,Alive,Good,Callery pear
OnCurb,9,Alive,Good,Callery pear
OnCurb,9,Alive,Poor,Callery pear
OnCurb,5,Alive,Poor,Callery pear
OnCurb,13,Alive,Fair,American elm
OnCurb,15,Alive,Good,sweetgum
OnCurb,8,Alive,Good,Sophora
OnCurb,19,Alive,Good,Sophora
OnCurb,8,Alive,Fair,pin oak
OnCurb,8,Alive,Good,pin oak
OnCurb,26,Alive,Good,pin oak
OnCurb,29,Alive,Good,London planetree
OnCurb,4,Alive,Fair,London planetree
OnCurb,6,Alive,Fair,London planetree
OnCurb,8,Alive,Good,Callery pear
OnCurb,12,Alive,Good,Callery pear
OnCurb,7,Alive,Good,Callery pear
OnCurb,4,Alive,Fair,mulberry
OnCurb,11,Alive,Fair,Callery pear
OnCurb,10,Alive,Good,honeylocust
OnCurb,11,Alive,Good,honeylocust
OnCurb,8,Alive,Good,honeylocust
OnCurb,5,Alive,Good,ginkgo
OnCurb,6,Alive,Good,ginkgo
OnCurb,16,Alive,Good,honeylocust
OnCurb,4,Alive,Good,honeylocust
OnCurb,9,Alive,Fair,Callery pear
OnCurb,13,Alive,Good,Sophora
OnCurb,7,Alive,Fair,Sophora
OnCurb,16,Alive,Good,pin oak
OffsetFromCurb,7,Alive,Poor,pin oak
OffsetFromCurb,18,Alive,Good,pin oak
OnCurb,14,Alive,Good,black walnut
OnCurb,10,Alive,Good,honeylocust
OnCurb,11,Alive,Good,honeylocust
OnCurb,8,Alive,Good,honeylocust
OnCurb,8,Alive,Good,honeylocust
OnCurb,10,Alive,Poor,ginkgo
OnCurb,2,Alive,Good,honeylocust
OnCurb,11,Alive,Fair,Japanese zelkova
OnCurb,9,Alive,Good,Callery pear
OnCurb,7,Alive,Good,Callery pear
OnCurb,12,Alive,Good,American elm
OnCurb,17,Alive,Fair,London planetree
OnCurb,11,Alive,Fair,pin oak
OnCurb,3,Alive,Good,pin oak
OnCurb,8,Alive,Good,pin oak
OffsetFromCurb,2,Alive,Good,holly
OnCurb,6,Alive,Good,Sophora
OffsetFromCurb,12,Alive,Good,Sophora
OnCurb,6,Alive,Good,American linden
OnCurb,8,Alive,Good,honeylocust
OnCurb,13,Alive,Fair,ginkgo
OnCurb,3,Alive,Fair,shingle oak
OnCurb,3,Alive,Good,shingle oak
OnCurb,3,Alive,Good,Kentucky coffeetree
OnCurb,4,Alive,Good,Japanese tree lilac
OnCurb,8,Alive,Good,Japanese tree lilac
OnCurb,9,Alive,Good,Chinese chestnut
OnCurb,18,Alive,Good,Siberian elm
OnCurb,4,Alive,Good,black walnut
OnCurb,15,Alive,Good,Siberian elm
OnCurb,10,Alive,Good,Callery pear
OnCurb,5,Alive,Good,Callery pear
OnCurb,7,Alive,Fair,Callery pear
OnCurb,7,Alive,Good,Callery pear
OnCurb,3,Alive,Fair,Chinese chestnut
OffsetFromCurb,21,Alive,Fair,weeping willow
OffsetFromCurb,3,Alive,Fair,pin oak
OnCurb,7,Alive,Good,pin oak
OnCurb,5,Alive,Fair,American elm
OffsetFromCurb,32,Alive,Good,American elm
OnCurb,12,Alive,Good,pin oak
OnCurb,13,Alive,Good,pin oak
OnCurb,8,Alive,Fair,littleleaf linden
OnCurb,9,Alive,Fair,littleleaf linden
OnCurb,7,Alive,Good,pin oak
OnCurb,3,Alive,Good,magnolia
OnCurb,6,Alive,Good,crab apple
OnCurb,4,Alive,Good,honeylocust
OnCurb,7,Alive,Fair,ginkgo
OnCurb,3,Alive,Good,American linden
OnCurb,10,Alive,Good,honeylocust
OnCurb,6,Alive,Good,Japanese tree lilac
OnCurb,8,Alive,Good,cherry
OnCurb,8,Alive,Good,littleleaf linden
OnCurb,4,Alive,Fair,English oak
OnCurb,11,Alive,Fair,pin oak
OnCurb,5,Alive,Good,white ash
OffsetFromCurb,12,Alive,Good,pin oak
OnCurb,11,Alive,Good,pin oak
OnCurb,18,Alive,Good,pin oak
OnCurb,4,Alive,Good,pin oak
OnCurb,3,Alive,Good,pin oak
OnCurb,10,Alive,Good,pin oak
OnCurb,2,Alive,Fair,pin oak
OnCurb,8,Alive,Good,Sophora
OnCurb,4,Alive,Good,Sophora
OnCurb,12,Alive,Good,Sophora
OnCurb,11,Alive,Good,Sophora
OnCurb,8,Alive,Good,Sophora
OffsetFromCurb,16,Alive,Good,London planetree
OffsetFromCurb,21,Alive,Good,London planetree
OnCurb,6,Alive,Poor,golden raintree
OnCurb,4,Alive,Good,cherry
OnCurb,6,Alive,Fair,Sophora
OnCurb,11,Alive,Good,Sophora
OnCurb,12,Alive,Good,American elm
OnCurb,18,Alive,Good,Kentucky coffeetree
OnCurb,11,Alive,Good,golden raintree
OffsetFromCurb,3,Alive,Good,purple-leaf plum
OnCurb,2,Alive,Fair,Sophora
OnCurb,11,Alive,Fair,Callery pear
OnCurb,11,Alive,Fair,Callery pear
OnCurb,11,Alive,Good,Callery pear
OnCurb,13,Alive,Good,Callery pear
OnCurb,7,Alive,Good,silver linden
OnCurb,15,Alive,Good,mulberry
OnCurb,7,Alive,Fair,Callery pear
OnCurb,5,Alive,Good,Callery pear
OnCurb,6,Alive,Good,Callery pear
OnCurb,2,Alive,Good,Kentucky coffeetree
OffsetFromCurb,9,Alive,Good,silver linden
OnCurb,5,Alive,Fair,Chinese chestnut
OnCurb,13,Alive,Good,black walnut
OnCurb,9,Alive,Good,Callery pear
OnCurb,8,Alive,Fair,Callery pear
OnCurb,17,Alive,Good,Callery pear
OnCurb,4,Alive,Good,swamp white oak
OnCurb,22,Alive,Good,Sophora
OffsetFromCurb,12,Alive,Fair,Sophora
OnCurb,3,Alive,Good,Callery pear
OnCurb,18,Alive,Good,Callery pear
OnCurb,16,Alive,Good,Callery pear
OnCurb,9,Alive,Fair,Callery pear
OffsetFromCurb,19,Alive,Good,Callery pear
OnCurb,8,Alive,Fair,Callery pear
OnCurb,6,Alive,Good,Callery pear
OnCurb,2,Alive,Fair,southern magnolia
OffsetFromCurb,5,Alive,Poor,Sophora
OnCurb,6,Alive,Good,Sophora
OnCurb,4,Alive,Fair,'Schubert' chokecherry
OffsetFromCurb,2,Alive,Good,ginkgo
OnCurb,8,Alive,Good,ginkgo
OnCurb,6,Alive,Fair,honeylocust
OnCurb,7,Alive,Good,honeylocust
OnCurb,11,Alive,Good,pin oak
OnCurb,4,Alive,Good,pin oak
OnCurb,3,Alive,Good,ginkgo
OnCurb,8,Alive,Good,honeylocust
OnCurb,9,Alive,Good,ginkgo
OnCurb,4,Alive,Good,pin oak
OnCurb,5,Alive,Good,paper birch
OnCurb,4,Alive,Good,shingle oak
OnCurb,5,Alive,Good,littleleaf linden
OnCurb,14,Alive,Good,black locust
OnCurb,3,Alive,Good,silver maple
OnCurb,11,Alive,Fair,London planetree
OffsetFromCurb,4,Alive,Good,hawthorn
OnCurb,14,Alive,Good,London planetree
OnCurb,28,Alive,Good,London planetree
OnCurb,5,Alive,Good,ginkgo
OffsetFromCurb,17,Alive,Poor,London planetree
OnCurb,8,Alive,Fair,Callery pear
OnCurb,18,Alive,Good,Callery pear
OnCurb,10,Alive,Good,Callery pear
OnCurb,8,Alive,Good,Callery pear
OnCurb,10,Alive,Good,Callery pear
OnCurb,6,Alive,Good,Callery pear
OnCurb,10,Alive,Good,Callery pear
OnCurb,2,Alive,Good,river birch
OnCurb,12,Alive,Good,green ash
OnCurb,8,Alive,Good,green ash
OnCurb,5,Alive,Good,ginkgo
OffsetFromCurb,6,Alive,Good,crab apple
OnCurb,2,Alive,Good,ginkgo
OnCurb,10,Alive,Fair,Callery pear
OnCurb,27,Alive,Good,London planetree
OnCurb,11,Alive,Good,London planetree
OffsetFromCurb,23,Alive,Good,London planetree
OnCurb,16,Alive,Fair,American elm
OnCurb,6,Alive,Good,golden raintree
OnCurb,13,Alive,Good,London planetree
OnCurb,2,Alive,Good,golden raintree
OnCurb,4,Alive,Poor,London planetree
OffsetFromCurb,5,Alive,Good,hawthorn
OnCurb,3,Alive,Good,hawthorn
OnCurb,14,Alive,Good,crab apple
OnCurb,11,Alive,Good,honeylocust
OnCurb,4,Alive,Fair,American linden
OnCurb,5,Alive,Good,honeylocust
OnCurb,11,Alive,Good,honeylocust
OnCurb,5,Alive,Fair,honeylocust
OnCurb,6,Alive,Good,honeylocust
OnCurb,6,Alive,Good,littleleaf linden
OnCurb,2,Alive,Good,littleleaf linden
OnCurb,10,Alive,Fair,littleleaf linden
OnCurb,6,Alive,Fair,littleleaf linden
OnCurb,3,Alive,Good,crab apple
OnCurb,11,Alive,Fair,black locust
OnCurb,6,Alive,Good,honeylocust
OnCurb,4,Alive,Good,crab apple
OnCurb,10,Alive,Good,honeylocust
OnCurb,12,Alive,Good,honeylocust
OnCurb,6,Alive,Good,honeylocust
OnCurb,8,Alive,Good,crab apple
OffsetFromCurb,3,Alive,Good,crab apple
OnCurb,14,Alive,Good,willow oak
OffsetFromCurb,16,Alive,Fair,London planetree
OnCurb,16,Alive,Fair,London planetree
OnCurb,14,Alive,Good,London planetree
OnCurb,13,Alive,Good,honeylocust
OnCurb,7,Alive,Good,honeylocust
OnCurb,23,Alive,Good,London planetree
OnCurb,6,Alive,Fair,London planetree
OnCurb,2,Alive,Good,Kentucky coffeetree
OnCurb,12,Alive,Good,Kentucky coffeetree
OnCurb,18,Alive,Fair,London planetree
OnCurb,11,Alive,Fair,ginkgo
OnCurb,7,Alive,Good,American linden
OnCurb,15,Alive,Good,honeylocust
OffsetFromCurb,45,Alive,Good,American elm
OnCurb,8,Alive,Good,green ash
OnCurb,9,Alive,Good,green ash
OnCurb,12,Alive,Good,London planetree
OnCurb,10,Alive,Good,honeylocust
OnCurb,2,Alive,Good,ginkgo
OnCurb,10,Alive,Good,crab apple
OffsetFromCurb,2,Alive,Good,crab apple
OnCurb,10,Alive,Good,honeylocust
OnCurb,11,Alive,Good,honeylocust
OnCurb,12,Alive,Good,honeylocust
OnCurb,7,Alive,Good,ginkgo
OnCurb,6,Alive,Good,honeylocust
OnCurb,13,Alive,Good,Siberian elm
OnCurb,23,Alive,Good,Siberian elm
OnCurb,10,Alive,Good,honeylocust
OnCurb,14,Alive,Good,American linden
OnCurb,3,Alive,Good,crab apple
OnCurb,5,Alive,Fair,crab apple
OnCurb,3,Alive,Good,crab apple
OnCurb,9,Alive,Good,honeylocust
OnCurb,3,Alive,Fair,honeylocust
OffsetFromCurb,5,Alive,Good,crab apple
OnCurb,4,Alive,Fair,honeylocust
OnCurb,4,Alive,Poor,crab apple
OnCurb,11,Alive,Good,honeylocust
OffsetFromCurb,4,Alive,Good,American linden
OnCurb,12,Alive,Good,honeylocust
OnCurb,4,Alive,Fair,green ash
OnCurb,13,Alive,Good,American elm
OnCurb,14,Alive,Good,honeylocust
OnCurb,14,Alive,Good,honeylocust
OnCurb,12,Alive,Good,ginkgo
OnCurb,10,Alive,Good,ginkgo
OnCurb,4,Alive,Good,crab apple
OffsetFromCurb,4,Alive,Good,crab apple
OnCurb,13,Alive,Good,honeylocust
OnCurb,11,Alive,Good,crab apple
OnCurb,8,Alive,Good,honeylocust
OnCurb,4,Alive,Poor,American linden
OnCurb,4,Alive,Good,American linden
OnCurb,11,Alive,Good,honeylocust
OnCurb,11,Alive,Good,honeylocust
OnCurb,11,Alive,Good,honeylocust
OnCurb,14,Alive,Good,honeylocust
OnCurb,5,Alive,Good,honeylocust
OnCurb,6,Alive,Good,crab apple
OffsetFromCurb,8,Alive,Good,crab apple
OnCurb,10,Alive,Good,honeylocust
OffsetFromCurb,4,Alive,Good,crab apple
OnCurb,11,Alive,Good,American linden
OnCurb,6,Alive,Poor,ginkgo
OnCurb,7,Alive,Good,honeylocust
OnCurb,13,Alive,Fair,ginkgo
OnCurb,10,Alive,Fair,honeylocust
OnCurb,7,Alive,Fair,ginkgo
OnCurb,9,Alive,Good,honeylocust
OnCurb,27,Alive,Good,London planetree
OnCurb,2,Alive,Fair,ginkgo
OnCurb,2,Alive,Poor,crab apple
OnCurb,8,Alive,Good,honeylocust
OffsetFromCurb,24,Alive,Good,London planetree
OffsetFromCurb,27,Alive,Good,London planetree
OnCurb,6,Alive,Good,ginkgo
OnCurb,3,Alive,Fair,American linden
OnCurb,7,Alive,Good,honeylocust
OnCurb,12,Alive,Good,honeylocust
OnCurb,4,Alive,Good,American linden
OnCurb,4,Alive,Good,honeylocust
OnCurb,11,Alive,Good,honeylocust
OnCurb,11,Alive,Good,honeylocust
OnCurb,5,Alive,Good,honeylocust
OnCurb,4,Alive,Good,crab apple
OffsetFromCurb,11,Alive,Good,crab apple
OnCurb,10,Alive,Poor,ginkgo
OnCurb,10,Alive,Good,ginkgo
OnCurb,27,Alive,Good,American elm
OnCurb,18,Alive,Good,London planetree
OnCurb,22,Alive,Good,London planetree
OnCurb,3,Alive,Good,crab apple
OnCurb,3,Alive,Fair,crab apple
OnCurb,14,Alive,Fair,ginkgo
OnCurb,33,Alive,Fair,Siberian elm
OnCurb,11,Alive,Good,Siberian elm
OnCurb,4,Alive,Fair,black walnut
OnCurb,10,Alive,Good,honeylocust
OnCurb,9,Alive,Good,honeylocust
OnCurb,4,Alive,Fair,honeylocust
OnCurb,4,Alive,Good,ginkgo
OnCurb,12,Alive,Good,honeylocust
OnCurb,11,Alive,Good,honeylocust
OnCurb,9,Alive,Poor,honeylocust
OnCurb,7,Alive,Good,crab apple
OnCurb,3,Alive,Poor,crab apple
OnCurb,5,Alive,Good,magnolia
OnCurb,8,Alive,Good,honeylocust
OnCurb,3,Alive,Good,American linden
OnCurb,4,Alive,Good,Chinese elm
OnCurb,6,Dead,NA,NA
OnCurb,4,Dead,NA,NA
OnCurb,10,Alive,Good,Japanese zelkova
OnCurb,4,Alive,Fair,Japanese zelkova
OnCurb,7,Alive,Good,Japanese zelkova
OnCurb,4,Alive,Good,northern red oak
OnCurb,5,Alive,Good,northern red oak
OnCurb,11,Alive,Good,ginkgo
OnCurb,7,Alive,Good,ginkgo
OnCurb,17,Alive,Good,honeylocust
OnCurb,15,Alive,Good,honeylocust
OnCurb,4,Alive,Good,honeylocust
OffsetFromCurb,3,Alive,Fair,crab apple
OnCurb,4,Alive,Good,American linden
OnCurb,16,Alive,Good,pin oak
OnCurb,12,Alive,Fair,honeylocust
OnCurb,7,Alive,Good,northern red oak
OnCurb,11,Alive,Poor,ginkgo
OnCurb,13,Alive,Good,ginkgo
OnCurb,21,Alive,Good,Japanese zelkova
OnCurb,13,Alive,Good,Japanese zelkova
OnCurb,4,Alive,Good,Japanese zelkova
OnCurb,8,Alive,Fair,American linden
OnCurb,16,Alive,Good,honeylocust
OnCurb,11,Alive,Good,honeylocust
OnCurb,2,Alive,Good,honeylocust
OnCurb,9,Alive,Good,honeylocust
OnCurb,0,Stump,NA,NA
OnCurb,0,Stump,NA,NA
OnCurb,7,Alive,Good,honeylocust
OnCurb,14,Alive,Good,pin oak
OnCurb,5,Alive,Good,pin oak
OffsetFromCurb,17,Alive,Good,pin oak
OnCurb,4,Alive,Good,pin oak
OnCurb,4,Alive,Good,ginkgo
OnCurb,11,Alive,Good,honeylocust
OnCurb,5,Alive,Good,northern red oak
OnCurb,0,Stump,NA,NA
OnCurb,19,Alive,Good,Japanese zelkova
OnCurb,2,Alive,Good,northern red oak
OnCurb,8,Alive,Good,honeylocust
OnCurb,15,Alive,Good,pin oak
OnCurb,4,Alive,Good,honeylocust
OnCurb,4,Alive,Fair,northern red oak
OnCurb,8,Alive,Poor,littleleaf linden
OnCurb,12,Alive,Poor,ginkgo
OnCurb,0,Stump,NA,NA
OnCurb,10,Alive,Good,ginkgo
OnCurb,0,Stump,NA,NA
OnCurb,13,Alive,Good,Japanese zelkova
OffsetFromCurb,5,Alive,Good,northern red oak
OnCurb,10,Alive,Good,Japanese zelkova
OnCurb,5,Alive,Good,pin oak
OnCurb,8,Alive,Good,pin oak
OnCurb,10,Alive,Good,honeylocust
OnCurb,12,Alive,Good,ginkgo
OnCurb,3,Alive,Good,honeylocust
OnCurb,10,Alive,Good,honeylocust
OnCurb,13,Alive,Poor,ginkgo
OnCurb,3,Alive,Poor,London planetree
OnCurb,0,Stump,NA,NA
OnCurb,6,Alive,Good,Japanese zelkova
OnCurb,4,Alive,Good,honeylocust
OnCurb,9,Alive,Good,honeylocust
OnCurb,2,Alive,Good,ginkgo
OnCurb,8,Alive,Good,pin oak
OnCurb,18,Alive,Good,pin oak
OnCurb,3,Alive,Good,honeylocust
OnCurb,2,Alive,Good,pin oak
OnCurb,10,Alive,Good,pin oak
OffsetFromCurb,13,Alive,Good,pin oak
OnCurb,9,Alive,Fair,pin oak
OnCurb,13,Alive,Good,Japanese zelkova
OnCurb,7,Alive,Good,Japanese zelkova
OnCurb,6,Dead,NA,NA
OnCurb,7,Alive,Good,Japanese zelkova
OnCurb,15,Alive,Good,pin oak
OnCurb,16,Alive,Good,pin oak
OffsetFromCurb,11,Alive,Good,pin oak
OnCurb,18,Alive,Good,pin oak
OnCurb,19,Alive,Good,pin oak
OnCurb,9,Alive,Good,pin oak
OffsetFromCurb,4,Alive,Good,pin oak
OnCurb,5,Alive,Good,pin oak
OffsetFromCurb,5,Dead,NA,NA
OnCurb,5,Alive,Good,black oak
OnCurb,11,Dead,NA,NA
OnCurb,3,Alive,Good,northern red oak
OnCurb,4,Dead,NA,NA
OffsetFromCurb,13,Alive,Good,pin oak
OnCurb,12,Alive,Good,pin oak
OffsetFromCurb,16,Alive,Good,pin oak
OnCurb,3,Alive,Good,pin oak
OnCurb,12,Alive,Good,pin oak
OffsetFromCurb,16,Alive,Good,pin oak
OnCurb,11,Alive,Good,pin oak
OnCurb,8,Alive,Good,pin oak
OnCurb,5,Dead,NA,NA
OnCurb,4,Dead,NA,NA
OnCurb,9,Dead,NA,NA
OffsetFromCurb,3,Alive,Good,Japanese zelkova
OnCurb,3,Alive,Good,red maple
OnCurb,8,Alive,Good,pin oak
OffsetFromCurb,17,Alive,Good,pin oak
OnCurb,9,Alive,Good,pin oak
OnCurb,6,Dead,NA,NA
OnCurb,5,Dead,NA,NA
OnCurb,5,Alive,Good,Chinese elm
OnCurb,4,Alive,Good,Chinese elm
OffsetFromCurb,4,Alive,Good,pin oak
OffsetFromCurb,18,Alive,Good,pin oak
OnCurb,22,Alive,Good,pin oak
OnCurb,10,Alive,Good,pin oak
OnCurb,9,Alive,Good,pin oak
OnCurb,10,Alive,Good,pin oak
OnCurb,8,Alive,Good,pin oak
OffsetFromCurb,0,Stump,NA,NA
OnCurb,1,Dead,NA,NA
OnCurb,4,Dead,NA,NA
OnCurb,5,Alive,Good,Japanese zelkova
OnCurb,4,Alive,Fair,Chinese elm
OnCurb,10,Dead,NA,NA
OnCurb,0,Stump,NA,NA
OffsetFromCurb,9,Alive,Good,Japanese zelkova
OffsetFromCurb,26,Alive,Good,Japanese zelkova
OnCurb,6,Dead,NA,NA
OnCurb,13,Alive,Good,Japanese zelkova
OnCurb,10,Dead,NA,NA
OnCurb,0,Stump,NA,NA
OnCurb,5,Alive,Good,pin oak
OnCurb,16,Alive,Poor,red maple
OnCurb,2,Alive,Good,Japanese zelkova
OnCurb,4,Alive,Good,Chinese elm
OnCurb,0,Stump,NA,NA
OnCurb,0,Stump,NA,NA
OffsetFromCurb,36,Alive,Good,Japanese zelkova
OnCurb,3,Dead,NA,NA
OnCurb,5,Dead,NA,NA
OnCurb,17,Alive,Good,Japanese zelkova
OnCurb,19,Alive,Good,Japanese zelkova
OffsetFromCurb,33,Alive,Good,Japanese zelkova
OnCurb,4,Alive,Good,English oak
OnCurb,13,Alive,Good,pin oak
OnCurb,3,Alive,Good,pin oak
OnCurb,0,Stump,NA,NA
OnCurb,12,Alive,Good,Japanese zelkova
OffsetFromCurb,0,Stump,NA,NA
OffsetFromCurb,16,Alive,Good,pin oak
OnCurb,8,Alive,Good,Japanese zelkova
OnCurb,2,Dead,NA,NA
OnCurb,4,Alive,Good,pin oak
OffsetFromCurb,15,Alive,Good,pin oak
OnCurb,19,Alive,Good,pin oak
OnCurb,5,Dead,NA,NA
OnCurb,7,Alive,Good,Japanese zelkova
OffsetFromCurb,0,Stump,NA,NA
OnCurb,13,Alive,Good,pin oak
OnCurb,8,Alive,Good,pin oak
OffsetFromCurb,22,Alive,Good,pin oak
OnCurb,0,Stump,NA,NA
OnCurb,7,Alive,Good,Japanese zelkova
OnCurb,6,Dead,NA,NA
OnCurb,10,Alive,Good,English oak
OffsetFromCurb,6,Alive,Good,northern red oak
OffsetFromCurb,8,Alive,Good,pin oak
OffsetFromCurb,8,Alive,Good,pin oak
OnCurb,8,Alive,Good,pin oak
OnCurb,3,Alive,Good,pin oak
OnCurb,23,Alive,Good,pin oak
OnCurb,10,Dead,NA,NA
OnCurb,7,Dead,NA,NA
OffsetFromCurb,0,Stump,NA,NA
OnCurb,5,Alive,Good,Japanese zelkova
OnCurb,10,Alive,Good,pin oak
OnCurb,15,Alive,Good,pin oak
OnCurb,17,Alive,Good,pin oak
OnCurb,3,Alive,Good,pin oak
OnCurb,9,Alive,Good,pin oak
OnCurb,3,Alive,Good,pin oak
OnCurb,13,Alive,Good,pin oak
OffsetFromCurb,9,Dead,NA,NA
OffsetFromCurb,7,Alive,Good,Japanese zelkova
OnCurb,0,Stump,NA,NA
OffsetFromCurb,4,Alive,Good,Japanese zelkova
OffsetFromCurb,3,Alive,Good,Japanese zelkova
OnCurb,0,Stump,NA,NA
OnCurb,0,Stump,NA,NA
OffsetFromCurb,24,Alive,Good,Japanese zelkova
OnCurb,11,Alive,Good,northern red oak
OnCurb,6,Dead,NA,NA
OnCurb,7,Alive,Good,pin oak
OnCurb,11,Alive,Good,pin oak
OnCurb,4,Alive,Fair,Japanese zelkova
OnCurb,0,Stump,NA,NA
OffsetFromCurb,5,Alive,Good,pin oak
OnCurb,3,Alive,Fair,pin oak
OnCurb,9,Alive,Good,pin oak
OnCurb,14,Alive,Good,red maple
OnCurb,0,Stump,NA,NA
OnCurb,2,Alive,Good,pin oak
OnCurb,10,Dead,NA,NA
OnCurb,0,Stump,NA,NA
OnCurb,3,Alive,Good,Japanese zelkova
OnCurb,11,Alive,Good,Japanese zelkova
OffsetFromCurb,9,Alive,Good,pin oak
OnCurb,8,Alive,Fair,Japanese zelkova
OnCurb,6,Alive,Good,northern red oak
OnCurb,12,Alive,Good,pin oak
OffsetFromCurb,19,Alive,Good,pin oak
OnCurb,9,Alive,Good,pin oak
OnCurb,10,Alive,Good,Japanese zelkova
OnCurb,10,Dead,NA,NA
OffsetFromCurb,4,Dead,NA,NA
OnCurb,11,Alive,Good,Japanese zelkova
OnCurb,3,Dead,NA,NA
OnCurb,4,Alive,Good,Japanese zelkova
OnCurb,28,Alive,Good,Japanese zelkova
OnCurb,7,Alive,Poor,Japanese zelkova
OffsetFromCurb,18,Alive,Good,pin oak
OnCurb,16,Alive,Good,pin oak
OffsetFromCurb,15,Alive,Good,pin oak
OnCurb,2,Dead,NA,NA
OnCurb,4,Alive,Good,Japanese zelkova
OnCurb,3,Alive,Good,black oak
OnCurb,0,Stump,NA,NA
OffsetFromCurb,33,Alive,Good,Japanese zelkova
OffsetFromCurb,24,Alive,Good,Japanese zelkova
OnCurb,10,Alive,Good,northern red oak
OnCurb,14,Alive,Good,pin oak
OnCurb,18,Alive,Good,pin oak
OffsetFromCurb,8,Alive,Good,pin oak
OnCurb,4,Alive,Good,English oak
OnCurb,11,Alive,Good,pin oak
OnCurb,9,Alive,Good,pin oak
OnCurb,18,Alive,Good,pin oak
OnCurb,8,Alive,Good,pin oak
OnCurb,23,Alive,Good,pin oak
OnCurb,8,Alive,Good,pin oak
OnCurb,4,Alive,Fair,pin oak
OffsetFromCurb,9,Alive,Fair,pin oak
OffsetFromCurb,11,Alive,Good,Japanese zelkova
OnCurb,19,Alive,Good,Japanese zelkova
OffsetFromCurb,4,Alive,Good,Japanese zelkova
OnCurb,2,Alive,Good,Sophora
OffsetFromCurb,18,Alive,Good,Sophora
OffsetFromCurb,8,Alive,Good,honeylocust
OnCurb,8,Alive,Good,ginkgo
OnCurb,8,Alive,Good,honeylocust
OnCurb,13,Alive,Poor,ginkgo
OnCurb,7,Alive,Good,Japanese zelkova
OffsetFromCurb,3,Alive,Good,Japanese zelkova
OnCurb,8,Alive,Good,Japanese zelkova
OffsetFromCurb,16,Alive,Good,Japanese zelkova
OnCurb,12,Alive,Poor,Chinese elm
OnCurb,9,Alive,Good,honeylocust
OnCurb,6,Alive,Good,northern red oak
OnCurb,0,Stump,NA,NA
OnCurb,35,Alive,Good,Japanese zelkova
OnCurb,2,Alive,Good,Japanese zelkova
OnCurb,8,Alive,Good,American linden
OnCurb,7,Alive,Good,crab apple
OffsetFromCurb,9,Alive,Fair,pin oak
OnCurb,3,Alive,Good,red maple
OnCurb,10,Alive,Fair,cherry
OnCurb,12,Alive,Good,pin oak
OnCurb,13,Alive,Good,pin oak
OnCurb,15,Alive,Fair,pin oak
OffsetFromCurb,11,Alive,Fair,Japanese zelkova
OffsetFromCurb,5,Alive,Good,purple-leaf plum
OnCurb,4,Alive,Good,purple-leaf plum
OnCurb,3,Alive,Good,cherry
OnCurb,15,Alive,Fair,Japanese zelkova
OnCurb,18,Alive,Fair,Japanese zelkova
OnCurb,4,Alive,Good,northern red oak
OnCurb,10,Alive,Fair,ginkgo
OnCurb,11,Alive,Good,ginkgo
OnCurb,16,Alive,Good,honeylocust
OnCurb,14,Alive,Fair,honeylocust
OnCurb,3,Dead,NA,NA
OffsetFromCurb,8,Alive,Good,Japanese zelkova
OffsetFromCurb,7,Alive,Good,Japanese zelkova
OffsetFromCurb,8,Alive,Good,Japanese zelkova
OnCurb,17,Alive,Fair,Japanese zelkova
OnCurb,17,Alive,Good,Japanese zelkova
OnCurb,0,Stump,NA,NA
OnCurb,11,Alive,Good,honeylocust
OnCurb,8,Alive,Good,honeylocust
OnCurb,17,Alive,Good,pin oak
OnCurb,4,Alive,Good,honeylocust
OnCurb,10,Alive,Good,ginkgo
OnCurb,4,Alive,Good,honeylocust
OnCurb,0,Stump,NA,NA
OffsetFromCurb,10,Alive,Good,pin oak
OnCurb,17,Alive,Good,pin oak
OnCurb,15,Alive,Good,pin oak
OnCurb,13,Alive,Good,pin oak
OnCurb,12,Alive,Good,honeylocust
OnCurb,10,Alive,Good,honeylocust
OnCurb,14,Alive,Good,pin oak
OnCurb,5,Alive,Good,crab apple
OnCurb,8,Alive,Poor,crab apple
OnCurb,3,Alive,Good,honeylocust
OnCurb,3,Alive,Good,honeylocust
OffsetFromCurb,8,Alive,Good,crab apple
OffsetFromCurb,2,Alive,Poor,crab apple
OnCurb,11,Alive,Good,honeylocust
OnCurb,5,Alive,Good,cherry
OnCurb,10,Alive,Fair,ginkgo
OnCurb,6,Alive,Good,purple-leaf plum
OnCurb,3,Alive,Fair,cherry
OnCurb,4,Alive,Good,cherry
OnCurb,4,Alive,Good,honeylocust
OffsetFromCurb,10,Alive,Fair,honeylocust
OffsetFromCurb,5,Alive,Good,crab apple
OnCurb,8,Alive,Good,honeylocust
OnCurb,21,Alive,Good,pin oak
OnCurb,10,Alive,Good,pin oak
OffsetFromCurb,2,Alive,Poor,pin oak
OnCurb,9,Alive,Fair,honeylocust
OnCurb,12,Alive,Good,pin oak
OnCurb,4,Alive,Good,pin oak
OnCurb,11,Alive,Good,pin oak
OnCurb,5,Alive,Good,pin oak
OnCurb,17,Alive,Good,pin oak
OnCurb,8,Alive,Good,green ash
OnCurb,13,Alive,Poor,ginkgo
OnCurb,2,Alive,Good,American linden
OnCurb,4,Alive,Good,honeylocust
